file,split,source,source_detail,classes,box_count,sha256
OLD_P03_S02_MIX_0011.jpg,test,p03_mixed,legacy_imagegen_independent_base,mouse;headphones,2,cc029924442d369ebfc66f8523136331c9d0a8117b9c860cd4de5f49793d158e
OLD_P03_S02_MIX_0012.jpg,test,p03_mixed,legacy_imagegen_derived_variant,mouse;headphones,2,5da0c6d8ffbba830b34a64bc7dc936c1eba26607d4ec6040efc446d171d613d9
OLD_P03_S02_MIX_0026.jpg,test,p03_mixed,round2_imagegen_independent_base,keyboard;laptop;headphones,3,7cbbef17e5c3ab749dff2e119235b179a679ccd7315da574d640f0cbe7ac613e
OLD_P03_S02_MIX_0027.jpg,test,p03_mixed,round2_imagegen_derived_variant,keyboard;laptop;headphones,3,a63c38eaefc13da9ce0a8b5be81eb90928f223daba8d13cb5af277d4ef2b4ce9
OLD_P03_S02_MIX_0028.jpg,test,p03_mixed,round2_imagegen_derived_variant,keyboard;laptop;headphones,3,42beb0cf5be96541987050d1db4842df2cdf61450789760c6f3245aea9b7ae77
OLD_P03_S02_MIX_0029.jpg,test,p03_mixed,round2_imagegen_independent_base,keyboard;headphones,2,891833563c573dab90938cbfc56d19e7975fb58e45751ffcc6f8c8d337c8cfe8
OLD_P03_S02_MIX_0030.jpg,test,p03_mixed,round2_imagegen_derived_variant,keyboard;headphones,2,8c82c80fc6aaaa9087bc1cf88b3d549c09d35dcf2e9165d004ad89908fc93b28
OLD_P03_S02_MIX_0031.jpg,test,p03_mixed,round2_imagegen_derived_variant,keyboard;headphones,2,9878dfdeff653ddddea3506539eb834ba0dd69d425b9ab9c81568bbbfb8e3542
OLD_P03_S04_MIX_0020.jpg,test,p03_mixed,round2_imagegen_independent_base,mouse;keyboard,2,782a8872c851ee66b760ec88faed8238c5a556adbd43603bf3b4e0df59001b7b
OLD_P03_S04_MIX_0021.jpg,test,p03_mixed,round2_imagegen_derived_variant,mouse;keyboard,2,cce8ed8224ff1726b53ae6d1b6089396a4d7cc2a6f2ee5c3aec08606ca86b440
OLD_P03_S04_MIX_0022.jpg,test,p03_mixed,round2_imagegen_derived_variant,mouse;keyboard,2,aaca508f126811318044df723d50e07cf340157ff03d8ead82638668622d95d5
OLD_P03_S04_MIX_0023.jpg,test,p03_mixed,round2_imagegen_independent_base,mouse;laptop,2,b929c0a09e871884141813a02d83e49981d535e398b3726c224eee324c9c6f99
OLD_P03_S04_MIX_0024.jpg,test,p03_mixed,round2_imagegen_derived_variant,mouse;laptop,2,373b00f60491f02639e12a2a8eafcd184653ce12cba2f721cb8c8c10106c5cb5
OLD_P03_S04_MIX_0025.jpg,test,p03_mixed,round2_imagegen_derived_variant,mouse;laptop,2,4819e53e7dbe80894dcd7fdd79f506ab41682e77bf98bffe88820cc0d3863827
OLD_P03_S04_MIX_0026.jpg,test,p03_mixed,round2_imagegen_independent_base,keyboard;headphones,2,95f7de7f70c5845ecad313124bdc5585e8dd1cd6f8c54449fec5fb61fe54112e
OLD_P03_S04_MIX_0027.jpg,test,p03_mixed,round2_imagegen_derived_variant,keyboard;headphones,2,0427691bddfb9ec7446eb2ddbcc59bf3545af6806b14ad44d5068d3ca9c0a783
OLD_P03_S04_MIX_0028.jpg,test,p03_mixed,round2_imagegen_derived_variant,keyboard;headphones,2,5f35af2ea6fec3d847843ad60b273b11e3093b9df76b9533dc4323e0b685763d
OLD_P03_S04_MIX_0029.jpg,test,p03_mixed,round2_imagegen_independent_base,mouse;keyboard;laptop,3,970b03f0d19eebd2821799809bf7effa021cabbe090d339cfa9bae2896f5417a
OLD_P03_S04_MIX_0030.jpg,test,p03_mixed,round2_imagegen_derived_variant,mouse;keyboard;laptop,3,96fd0054a79c9344f7fa37d179e16167fe27e4873ab90a9e4b40d43a1bc938ed
OLD_P03_S04_MIX_0031.jpg,test,p03_mixed,round2_imagegen_derived_variant,mouse;keyboard;laptop,3,533ea815000c0e23008929a1b85e4b22aa22f14848d3f7c12f234fd49e1ffb6c
OLD_P03_S05_NEG_0026.jpg,test,p03_mixed,round2_imagegen_independent_base,,0,322a06e59c863f408b35797047d34a7dd7b6f4c9eb5d5ca0035bc5904b10f775
OLD_P03_S05_NEG_0027.jpg,test,p03_mixed,round2_imagegen_derived_variant,,0,f4774d6569592657d109210afad23879213a59321d392a1c164f34ba453a5744
OLD_P03_S05_NEG_0028.jpg,test,p03_mixed,round2_imagegen_derived_variant,,0,373ad1dcb7c8b5e115ff4933f6bce2ba39d404fb3863d6df7a2cd7fb03567ca4
OLD_P05_S01_HDP_0107.jpg,test,p05_mixed,generated_image,headphones,1,109339767828c959a1419a83e41fac378ff74caadd33d7659693802eaa3ed1bd
OLD_P05_S01_HDP_0117.jpg,test,p05_mixed,generated_image,headphones,1,fa21af9ea420189a34ced2e09bd88b416a6c61ff8f57ca38bc569a2b51304406
OLD_P05_S01_LAP_0068.jpg,test,p05_mixed,generated_image,laptop,1,ba8d4e164d972ea8b1edf7230303b7f588515f3173a9e2e54655efa3ad257443
OLD_P05_S01_MOU_0009.jpg,test,p05_mixed,generated_image,mouse,1,a9e65be85ff12330a0c016c5a0a95198c136b4a4fc07d8340657f66b4277ddcd
OLD_P05_S02_MIX_0008.jpg,test,p05_mixed,generated_image,mouse;headphones,2,3a6728db02aaff42d96f8e0a4e9aac74c7245ec553a3795c68161ebb644c5d84
OLD_P05_S02_MIX_0009.jpg,test,p05_mixed,generated_image,mouse;headphones,2,c969fcaa35d81e23e157d875e037fa3c815b3942fbd879da5288e143ab2ece04
OLD_P05_S02_MIX_0040.jpg,test,p05_mixed,local_capture,mouse;keyboard,2,5819121b5fa94df2dd15214ab61bd210f64a38b107fbc343761533506f351222
OLD_P05_S02_MIX_0068.jpg,test,p05_mixed,generated_image,mouse;laptop;headphones,3,b789d80fde117476860bdbf2a6d94683e56daef7f60c6c9639f591e24db4d7b4
OLD_P05_S02_MIX_0075.jpg,test,p05_mixed,generated_image,mouse;headphones,2,4bf0e59c68ba754ce6b14b27834c4a5ba4dd92135f378f269f170f685f2f638d
OLD_P05_S02_MIX_0106.jpg,test,p05_mixed,generated_image,mouse;keyboard;laptop;headphones,4,0beb365a592ff82a4188cecf3716c42322d3b28de8c1cd075797b443f258ef79
OLD_P05_S02_MIX_0108.jpg,test,p05_mixed,generated_image,mouse;keyboard;laptop;headphones,4,93119f9daca2862987bf6db45901d5296a985d74eccdb8126a67faa8cc627575
OLD_P05_S02_MIX_0112.jpg,test,p05_mixed,generated_image,mouse;keyboard;headphones,3,eddf8e0d22d7168c089ec255ebb3e614e4dbefd04107b95c740c895011c8daa5
OLD_P05_S02_MIX_0122.jpg,test,p05_mixed,generated_image,mouse;keyboard;laptop;headphones,4,febdcb78dfba73cfaafd42a1f11af18a1659db39cee3bbc745bca10ae1bc6154
OLD_P05_S02_MIX_0123.jpg,test,p05_mixed,generated_image,mouse;keyboard;laptop;headphones,4,32dcb00d5316b3cb3460313a5a035b8cee41bed8260da86a91ebea677f5f366f
OLD_P05_S02_MIX_0125.jpg,test,p05_mixed,generated_image,mouse;keyboard;laptop;headphones,4,a47c3c72dc174402fc5f41e82b7e76e40f5792d16832f49dab4b4c40b109af79
OLD_P05_S03_HDP_0048.jpg,test,p05_mixed,generated_image,headphones,1,c6e23be87b1b8c9479f445db4f1967824142314a0813a456b816f98181d81c1c
OLD_P05_S03_MIX_0090.jpg,test,p05_mixed,generated_image,mouse;laptop;headphones,3,7aecd218fc511c2e1162f0f6ed66dd9d14e5a9530ce177155c1d16bc6218d55b
OLD_P05_S03_MOU_0002.jpg,test,p05_mixed,generated_image,mouse,1,4ed2d15e50295a7487e71b4594bf49191074e6d2f5a526217675e3a01277cd9a
OLD_P05_S03_MOU_0005.jpg,test,p05_mixed,generated_image,mouse,1,32b68fdd3a3cf8f637f5105f7fbe81395acc1920b5c4cd5d609e16e15b1cdcb0
OLD_P05_S04_HDP_0050.jpg,test,p05_mixed,generated_image,headphones,1,973f0f77252722cc53561de20dd0637dc83657b0f466621d5e89559efa6fe466
OLD_P05_S04_MIX_0093.jpg,test,p05_mixed,generated_image,mouse;keyboard;laptop;headphones,4,727b860fac1a788888f259d5ecb1ade529d6c40286a4ba7d55f36e3a4feae5f7
OLD_P05_S05_NEG_0026.jpg,test,p05_mixed,open_images_v7,,0,736ea752e6583929540742999d55f12533e958e20be76f0922d29b7d7ca842b7
OLD_P05_S05_NEG_0030.jpg,test,p05_mixed,open_images_v7,,0,b72f2b0c88dbf5d5199f56d46b66ab16247f42eb17328082dad12e01b5ca67fa
OLD_P05_S05_NEG_0034.jpg,test,p05_mixed,open_images_v7,,0,d1af5b26eb63563713b7c2f310433315a6d925467b41699b54cbc71746a20f59
OLD_DATASET_cup_IMG_20260831_084516.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,9d9728a6b15c1046dfcf272c719459e27a4ead2924e50538960d0e473ce4c73b
OLD_DATASET_cup_IMG_20260831_084516_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,61feb709b1795defb09563ead6aa3027fafaec41d0f69c3533f06e2f61b81749
OLD_DATASET_cup_IMG_20260831_084517_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,538e6620260a17f785941850f96da36c0c5b77eaed966cac4da835a88faecb98
OLD_DATASET_cup_IMG_20260831_084517_2.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,2b54129c21a079ca6a48941ef51c363c69fcd41de82f1d0985b1c182c9c71d6c
OLD_DATASET_cup_IMG_20260831_084518_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,b7e3b38c449c8d58344394546cfb5ef1e4b6135fba59819add343696c741d3ca
OLD_DATASET_cup_IMG_20260831_084519_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,f508d914f6a9c857fa78d43d91ec0654f5ef1fcf3995d16f1e0bb2baf0b8b884
OLD_DATASET_cup_IMG_20260831_084519_2.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,a90185bf753cb71a7c11f7209565b6528892747073628b71a127908581b2b9c4
OLD_DATASET_keyboard_IMG_20260831_084635.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,10aeea6d3c354865fb928654a076c076bb26eb69880a8c87ab3ea3da39dc0ab1
OLD_DATASET_keyboard_IMG_20260831_084635_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,e940d832ca583595728e588335e1d139b4db15aec415aab0acbcc5dd9fae6ea6
OLD_DATASET_keyboard_IMG_20260831_084636.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,bbf66ca9d24d2ecc86908bdcad7761e79b7ae697f550a88c2b2d81bcb6b97569
OLD_DATASET_keyboard_IMG_20260831_084636_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,d1cea5249b39257cf71b563df5ab14db6316fafa89dca300dffa7fd60ec5fb22
OLD_DATASET_keyboard_IMG_20260831_084636_2.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,476b3727ca200d2d55c0c6989626346f60caf3b4b9af7bf86b4cd303614ccc7e
OLD_DATASET_keyboard_IMG_20260831_084636_3.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,6fa003c6686b922566a52ce6fdfe8c1db9af78bc0a76f9368f0e62db001f779f
OLD_DATASET_keyboard_IMG_20260831_084637_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,ea8a3d7da4f2526d76f1eb44055ed60fed1511c85e86574c12d555e51c63f9bc
OLD_DATASET_keyboard_IMG_20260831_084639_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,cf4dbdcd148eb06ff6be3d13e3a40a3f3d23d864fdef147f1c8fae2a16b9353d
OLD_DATASET_keyboard_IMG_20260831_084639_3.jpg,train,dataset_real,user-provided real capture; folder class visually audited,keyboard,1,a94450763a9f8bd15844f5fb5f2714a4de05d899e416f75e8e25df61fe52e0f9
OLD_DATASET_laptop_AND_cup_IMG_20260831_084658.jpg,train,dataset_real,user-provided real capture; folder class visually audited,laptop,1,33aa4807ac28e5abc39431d9708713ad446664e5e510c8f5790f09ec77650e6e
OLD_DATASET_laptop_AND_cup_IMG_20260831_084658_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,laptop,1,b4770943b1c381c41b6f75458e1fd426b49034d8fea80eddff88a60ddc389af1
OLD_DATASET_laptop_AND_cup_IMG_20260831_084658_3.jpg,train,dataset_real,user-provided real capture; folder class visually audited,laptop,1,740a03bd3819187d5b1adc4fc9fdbcedea436069e4ca3c6916e85b53b943dcaf
OLD_DATASET_laptop_AND_cup_IMG_20260831_084702_3.jpg,train,dataset_real,user-provided real capture; folder class visually audited,laptop,1,881f4f0de0458715e7dd5ddaf22c04a9bd74e84d58e8fdbc232f85de917c9c76
OLD_DATASET_mouse_AND_cup_IMG_20260831_084617_4.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse;keyboard,2,8990e345258212d918621eac0b6dfeb7eaac59e3d3f5218dad5a0214f6792150
OLD_DATASET_mouse_AND_cup_IMG_20260831_084619_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse;keyboard,2,f9671984f5ecdb8ad519f5fefa2d6a87f2613e7a623a541eaee7da73bc0908ff
OLD_DATASET_mouse_AND_cup_IMG_20260831_084619_2.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse;keyboard,2,12d75a5b3f122ba6e464c9fb60d0b0bfcaead71439589e0825972d2820414519
OLD_DATASET_mouse_AND_cup_IMG_20260831_084619_3.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,0bc9f0a8750fe55d49c3544ae606e5c3e891c2f2ebcab54805ebdb2789c93299
OLD_DATASET_mouse_AND_cup_IMG_20260831_084619_4.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,ebd77e4f9a4155ff1bf993788da945da874e8f74d4c51dc7f6196daad261ed81
OLD_DATASET_mouse_AND_cup_IMG_20260831_084619_5.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,c675969b8bbff53e15bbc7962adb4645f6d5276d9b3eed4eee540eb986932e06
OLD_DATASET_mouse_IMG_20260831_084606.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,a0d875083c886caf26f0214a1e047b8eb23bee78423eb04525a32094d229a97b
OLD_DATASET_mouse_IMG_20260831_084606_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,20ba84afe3094bf9447974beffc66ae34ac200884c89bf3a70b899b5ff7e164a
OLD_DATASET_mouse_IMG_20260831_084606_2.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,fe8dded43b7c5d388fc540109cfdb59369a357f2d8feacf40034e8edf697a7e2
OLD_DATASET_mouse_IMG_20260831_084606_3.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,9337ff5f80def0f58d3f70d13635943c734e5f07d063cd6b54bbb3039458f851
OLD_DATASET_mouse_IMG_20260831_084607.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse;keyboard,2,7fdf948670dce0436be9d17977bb2e265361a9b76e515c7d55a866b8f8f3a307
OLD_DATASET_mouse_IMG_20260831_084607_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,13659db5f74dcccc704d94532845f848129e4551e9c60401237c5a3743d3cec1
OLD_DATASET_mouse_IMG_20260831_084607_2.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,5b25f05ace750dbecfe3eaf1c37c5edf81afdb842015ce1b14e0a7735833cfcd
OLD_DATASET_mouse_IMG_20260831_084607_3.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,e10333ad27067d919c3e73c6a0eb7d0deb8fcbf133ed43f09ce331a9d989c3c9
OLD_DATASET_mouse_IMG_20260831_084607_4.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,e493417b7294c341016157bfcbb41228926473571438135426dac217c213ade6
OLD_DATASET_mouse_IMG_20260831_084608.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse;keyboard,2,f95152ff40e51f3aa1e21fec5997f422a469623a663d126119a3c017f63202b5
OLD_DATASET_mouse_IMG_20260831_084609.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse,1,a5f7a3531689511f4a5f839f09c97c8670e8a873d0c8b0343f5c081d223f83f4
OLD_DATASET_mouse_IMG_20260831_084609_1.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse;keyboard,2,96c6107d7c9df92c2370935ee8e3392d6ffd822a15db58fdf935d1665500025b
OLD_DATASET_mouse_IMG_20260831_084609_2.jpg,train,dataset_real,user-provided real capture; folder class visually audited,mouse;keyboard,2,78544824844a597214ba8391a1b1471df421e49861bb6d8d7878a8dca0f45762
OLD_DATE_1_8.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,,0,cc06c02164be799c6ba1d9bbc4e15001b926b00c99093ca6dfa819799b400e43
OLD_DATE_1_9.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,,0,49fd5196e7cd80b62ebb5b0f628f104e4d74386f41ef40cc44dfd299b5e72a6a
OLD_DATE_2_1.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,95b685bff39deabd1c4f8a25c2d4babb6d0261200b917f3f2a11209de9588fe3
OLD_DATE_2_11.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,637dc92569705b7c5ed1dcd0bfc533ca2dc563e5f4c4c38f013defd37f0a1aa5
OLD_DATE_2_12.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,014f4b855f0487b0d6c201cd10f6f3afd473d2991a76cae06ea13195f4e16fb8
OLD_DATE_2_13.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,52044424cc85632cba7ec81dfdd41a215d30c991ed59d46fbd5b9813f6e4de59
OLD_DATE_2_14.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,0a7dde4e743e05f5260af2e980bc6b30f576c5136e0679a72947b057f49b4152
OLD_DATE_2_2.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,b120478538912f4bace10d16acc9bab012ad10f6fbcc9ef49064b534439dd885
OLD_DATE_2_3.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,9345f9be1f868d7ed4dd338eb720fe953851ccee6cac5de062c573ef4a020b5f
OLD_DATE_2_4.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,4345434720296fb38c89a9673825817a6ff04ebc1a003c3b50dbdc304dab2468
OLD_DATE_2_5.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,a7e7d44fa79f30b3a9fe374ba5060f4b27f70d94a2460e0982bb117eb34e2c29
OLD_DATE_2_7.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,cc0e56872cdf18ce98e06df1365115f7eecd37936faf6f8a0f3027b1f4cb2473
OLD_DATE_2_8.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,18d160f61babbef0159a0bf003232bd5a7af1fdef1bf77ed58d746caba6426d4
OLD_DATE_2_9.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,mouse,1,0a1e1a08699c23e5427d6dfdad19552863f5e4ab29f8b39c102e54d621407fc3
OLD_DATE_3_1.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,keyboard,1,0dc4293dc7e15447b781194ca9a9aa430b72741f2bbcdd070909984a99bf3cf4
OLD_DATE_3_10.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,keyboard,1,f27a8beae68bdc55dd68f7e027b25b52b568e2d7168907f56003a4216df7f48d
OLD_DATE_3_2.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,keyboard,1,ccd7dc85eecb1b2d89e72e001edbfeaf70826fe7eab771e55703c9c1713c8d69
OLD_DATE_3_3.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,keyboard,1,97e01291de05db1fd40439c3e9abe6f7a31cb65943047808dea669e3e1d12466
OLD_DATE_3_4.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,keyboard,1,8cf78ea4877b649c30c5d3da2f88f1dd6f2d8dd4528e5203550d19fac9b1ec3c
OLD_DATE_3_6.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,keyboard,1,27bb554d5767b4a282d23aa6c7d5ebcba918af0f7cd58ee15bdea169bdd48eaf
OLD_DATE_3_7.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,keyboard,1,b88199a48951be29ac3619570184c3919d8f3962db6684cfe91b870e7de83132
OLD_DATE_3_8.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,keyboard,1,0fe29640b43421afdf447a3d376b0e4f87ac805deb172fcafbfce1c4b777bbea
OLD_DATE_3_9.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,keyboard,1,7975b7b8dfb0b0ff0ea060bb05b8e42b2d63a9c4bff8e859e960cd1053615aca
OLD_DATE_4_1.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,142e9a6d16863908a1e0a07b2db58a1e022844733c7cf35ca36134e8c94ce5d5
OLD_DATE_4_10.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,770748e627d6de8ed2f14b58506aa2e7d1ee3cb73c01578251b0b882ab9768da
OLD_DATE_4_11.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,4a0cf1e663b58ec8c86279c34165c94248e6420ba4241afa192759006e1fdb14
OLD_DATE_4_12.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,f6e7036e97b9d56797ade6a6a28b8d8331482de4f8952cb535ab9114de5593b8
OLD_DATE_4_13.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,c8e760fbd24c418b1e4c5169bbb388b9477d55b9a0fd0685896cf95f38409901
OLD_DATE_4_14.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,ae6d8585581b196e60375148fa159dbeeebc6d8312fa2c3dc93182f07e401a03
OLD_DATE_4_16.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,273ff29cc37234c911793e3ef00e11dae9d7e6b5c95afb47b0082f496abb1dae
OLD_DATE_4_17.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,22c9aa1eb929500be485f94ac9d4df005548e70efd131d8cc0ee349e8e6ae75d
OLD_DATE_4_18.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,be43047c191353fd2dbfc5db6d5c99f6e1bac5f42ba86775057e79d3d3a11edc
OLD_DATE_4_19.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,69b843777405d81858e06a5a338bc74964ce2833abf47dc5528e6d0dc5d2f31a
OLD_DATE_4_2.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,36c619b2aa37c117d0971eca8d457291162221373334acac5953b279d65449ac
OLD_DATE_4_20.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,9ba396cd48d2a7f88f7297233ba694729c38c1278b473eb87ce2ee0668ef3313
OLD_DATE_4_3.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,ccfca26bdd9f8927b5967af24fef465e97bbe2d6ea9aedf53477458c12da22cc
OLD_DATE_4_8.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,laptop,1,5ca238ed06870494755f03218ff7b9864f738c47a1d4dec7e3fef96f45601c3c
OLD_DATE_6_1.jpg,train,date_real,user-provided real capture; prefix mapping visually audited,headphones,1,849de96d1ab6db32feb052d36e0b30860327be14632dce69ba3c14082484776d
